설치시도명,설치시군구명,설치시설구분,서비스제공사명,설치년월,관리기관명,위도,경도,데이터기준일자
서울특별시,금천구,기타,금천구청,19-Dec,서울특별시 금천구청,37.456351,126.902161,2020-09-01
서울특별시,금천구,기타,금천구청,19-Dec,서울특별시 금천구청,37.457352,126.903033,2020-09-01
경상남도,김해시,관광,김해시,18-Nov,경상남도 김해시,35.2508655,128.7447977,2019-09-11
경상남도,김해시,관광,김해시,18-Nov,경상남도 김해시,35.31467606,128.7721725,2019-09-11
경상남도,김해시,기타,김해시,18-Nov,경상남도 김해시,35.2347157,128.8828448,2019-09-11
경상남도,김해시,관광,KT,14-Apr,경상남도 김해시,35.3717762,128.8208367,2019-09-11
경상남도,김해시,관광,KT,14-Apr,경상남도 김해시,35.25163556,128.8937475,2019-09-11
경상남도,김해시,지역문화시설,KT,14-Apr,경상남도 김해시,35.30467986,128.7369115,2019-09-11
경상남도,김해시,지역문화시설,KT,14-Apr,경상남도 김해시,35.1754975,128.809744,2019-09-11
경상남도,김해시,지역문화시설,KT,14-Apr,경상남도 김해시,35.19135341,128.7970316,2019-09-11
경상남도,김해시,지역문화시설,KT,14-Apr,경상남도 김해시,35.26212703,128.866268,2019-09-11
경상남도,김해시,지역문화시설,KT,14-Apr,경상남도 김해시,35.24456375,128.9104429,2019-09-11
서울특별시,금천구,기타,금천구청,19-Dec,서울특별시 금천구청,37.478306,126.882565,2020-09-01
서울특별시,금천구,기타,금천구청,19-Dec,서울특별시 금천구청,37.477216,126.883118,2020-09-01
서울특별시,금천구,기타,금천구청,19-Dec,서울특별시 금천구청,37.484146,126.879968,2020-09-01
전라남도,목포시,관공서,SKT,13-Jan,전라남도 목포시,34.783451,126.380268,2020-08-05
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.23157677,128.877922,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.17753581,128.8060177,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.19712164,128.7977252,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.20125576,128.8127528,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.22190981,128.9267053,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.24387835,128.9075048,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.22892359,128.8998663,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.22289541,128.870777,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.26269528,128.8677534,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.23518173,128.8646223,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.22872805,128.8865592,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.236851,128.8834565,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.24199411,128.9805744,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.30771078,128.9304137,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.32816097,128.8492054,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.3203859,128.802222,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.24906769,128.7477254,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.23565652,128.8309343,2019-09-11
경상남도,김해시,관공서,김해시,17-Apr,경상남도 김해시,35.30450163,128.7327522,2019-09-11
경상남도,김해시,관공서,KT,13-Dec,경상남도 김해시,35.20234073,128.8072124,2019-09-11
경상남도,김해시,기타,KT,14-Dec,경상남도 김해시,35.23627542,128.8831489,2019-09-11
경상남도,김해시,관공서,LGU+,13-Dec,경상남도 김해시,35.23243357,128.8705476,2019-09-11
경상남도,김해시,서민·복지시설,LGU+,14-Dec,경상남도 김해시,35.24896579,128.9046843,2019-09-11
경상남도,김해시,서민·복지시설,LGU+,14-Dec,경상남도 김해시,35.25637142,128.8647913,2019-09-11
경상남도,김해시,관공서,KT,14-Nov,경상남도 김해시,35.21345714,128.87038,2019-09-11
경상남도,김해시,서민·복지시설,KT,14-Nov,경상남도 김해시,35.25748264,128.9070414,2019-09-11
경상남도,김해시,서민·복지시설,KT,14-Oct,경상남도 김해시,35.26333805,128.876066,2019-09-11
경상남도,김해시,관공서,김해시,14-Nov,경상남도 김해시,35.22646079,128.8900168,2019-09-11
경상남도,김해시,관공서,김해시,15-Nov,경상남도 김해시,35.22878871,128.8898336,2019-09-11
인천광역시,서구,관공서,KT,13-Dec,인천광역시 서구청,37.60508357,126.6618022,2020-10-14
인천광역시,서구,관공서,KT,13-Dec,인천광역시 서구청,37.50250281,126.6746038,2020-10-14
인천광역시,서구,관공서,KT,14-Nov,인천광역시 서구청,37.54899111,126.6782293,2020-10-14
인천광역시,서구,관공서,SKB+LGU+,12-Oct,인천광역시 서구청,37.51118138,126.6747559,2020-10-14
인천광역시,서구,관공서,KT+SKB,13-Nov,인천광역시 서구청,37.52641513,126.6705158,2020-10-14
인천광역시,서구,서민·복지시설,KT,14-Nov,인천광역시 서구청,37.5221025,126.6853099,2020-10-14
인천광역시,서구,서민·복지시설,KT,14-Nov,인천광역시 서구청,37.4933967,126.6845801,2020-10-14
인천광역시,서구,서민·복지시설,KT,14-Nov,인천광역시 서구청,37.47899632,126.6884616,2020-10-14
인천광역시,서구,서민·복지시설,KT,14-Nov,인천광역시 서구청,37.51122249,126.6719953,2020-10-14
인천광역시,서구,서민·복지시설,SKB,19-Dec,인천광역시 서구청,37.6022348,126.660868,2020-10-14
인천광역시,서구,서민·복지시설,SKB,14-Nov,인천광역시 서구청,37.60056457,126.6653484,2020-10-14
인천광역시,서구,서민·복지시설,KT,14-Nov,인천광역시 서구청,37.50745638,126.677638,2020-10-14
인천광역시,서구,서민·복지시설,LGU+,13-Dec,인천광역시 서구청,37.58341094,126.6710889,2020-10-14
인천광역시,서구,지역문화시설,KT,14-Nov,인천광역시 서구청,37.5156989,126.6798908,2020-10-14
인천광역시,서구,지역문화시설,KT,14-Nov,인천광역시 서구청,37.60320168,126.655562,2020-10-14
인천광역시,서구,지역문화시설,LGU+,13-Dec,인천광역시 서구청,37.51760175,126.6592244,2020-10-14
인천광역시,서구,서민·복지시설,LGU+,14-Nov,인천광역시 서구청,37.51080821,126.6760293,2020-10-14
대구광역시,서구,기타,SKT,20-Dec,대구광역시 서구청,35.8722558,128.5576101,2020-06-30
대구광역시,서구,서민·복지시설,KT,20-Dec,대구광역시 서구청,35.8854506,128.5747371,2020-06-30
대구광역시,서구,서민·복지시설,SKT,20-Dec,대구광역시 서구청,35.873636,128.5457716,2020-06-30
대구광역시,서구,서민·복지시설,SKT,20-Dec,대구광역시 서구청,35.8802417,128.5515051,2020-06-30
대구광역시,서구,서민·복지시설,SKT,20-Dec,대구광역시 서구청,35.8698013,128.5743007,2020-06-30
대구광역시,서구,기타,KT,20-Dec,대구광역시 서구청,35.8718022,128.5592204,2020-06-30
대구광역시,서구,기타,KT,20-Dec,대구광역시 서구청,35.8842282,128.5552275,2020-06-30
대구광역시,서구,기타,KT,20-Dec,대구광역시 서구청,35.8607456,128.5514497,2020-06-30
대구광역시,서구,서민·복지시설,SKT,20-Dec,대구광역시 서구청,35.8718022,128.5592204,2020-06-30
대구광역시,서구,서민·복지시설,KT,20-Dec,대구광역시 서구청,35.8702972,128.5478372,2020-06-30
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.3360805,128.517879,2019-06-03
대구광역시,동구,관공서,KT,20-Nov,대구광역시 동구청,35.8724248,128.7024201,2020-06-30
대구광역시,동구,관공서,KT,20-Nov,대구광역시 동구청,35.8717286,128.629306,2020-06-30
대구광역시,동구,관공서,KT,20-Nov,대구광역시 동구청,35.8811506,128.6152753,2020-06-30
대구광역시,동구,관공서,KT,20-Nov,대구광역시 동구청,35.8710897,128.624959,2020-06-30
대구광역시,동구,기타,LGU+,20-Nov,대구광역시 동구청,35.872829,128.6248342,2020-06-30
대구광역시,동구,기타,LGU+,20-Nov,대구광역시 동구청,35.8746811,128.6248621,2020-06-30
대구광역시,동구,기타,LGU+,20-Nov,대구광역시 동구청,35.8810648,128.6513905,2020-06-30
대구광역시,동구,관공서,LGU+,20-Nov,대구광역시 동구청,35.8802662,128.6525524,2020-06-30
강원도,태백시,교통시설,KT,,강원도 태백시,37.176956,128.985653,2019-05-10
대구광역시,동구,관공서,LGU+,20-Nov,대구광역시 동구청,35.8829231,128.6492549,2020-06-30
대구광역시,동구,기타,SKT,20-Nov,대구광역시 동구청,35.8755605,128.6290639,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.8723103,128.6290703,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.88095084,128.7341237,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.8722298,128.5747977,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.8722732,128.5455773,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.885748,128.5788694,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.878009,128.5589495,2020-06-30
대구광역시,동구,기타,KT,20-May,대구광역시 동구청,35.8653967,128.5539313,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.858787,128.5567374,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8722732,128.5455773,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8743119,128.5463842,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8722558,128.5576101,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8718022,128.5592204,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8668266,128.555208,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8696202,128.5488325,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8595566,128.561413,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8885948,128.5683954,2020-06-30
대구광역시,동구,기타,자가망,20-May,대구광역시 동구청,35.8596025,128.5405922,2020-06-30
강원도,고성군,관광,"강원도 고성군청, KT",16-Aug,강원도 고성군청,38.5864577,128.3750548,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",16-Aug,강원도 고성군청,38.51481237,128.4174223,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",19-Sep,강원도 고성군청,38.3400302,128.5006819,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.3814484,128.4704083,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.2267873,128.4691932,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.47809524,128.4378934,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.33002726,128.5269249,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.32306994,128.5266097,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.3162032,128.532059,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.3016239,128.5458715,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.2644723,128.5582857,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.4724774,128.4430193,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.4708093,128.4364311,2019-06-03
강원도,고성군,관광,"강원도 고성군청, KT",17-Sep,강원도 고성군청,38.4721881,128.4436198,2019-06-03
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.403766,126.784435,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.345638,126.785191,2020-06-02
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.381519,126.781801,2020-06-02
경기도,시흥시,관공서,시흥시,17-Dec,경기도 시흥시청,37.388708,126.739507,2020-06-02
경기도,시흥시,관공서,시흥시,17-Dec,경기도 시흥시청,37.371184,126.736255,2020-06-02
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.348074,126.735547,2020-06-02
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.34861,126.741046,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.351808,126.700958,2020-06-02
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.343661,126.753611,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.345324,126.748121,2020-06-02
경기도,시흥시,관공서,시흥시,17-Dec,경기도 시흥시청,37.379796,126.783365,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.377576,126.782971,2020-06-02
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.441405,126.795217,2020-06-02
경기도,시흥시,지역문화시설,시흥시,16-Dec,경기도 시흥시청,37.442416,126.784805,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.447714,126.784843,2020-06-02
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.449787,126.783951,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.34364,126.691506,2020-06-02
경기도,시흥시,지역문화시설,시흥시,16-Dec,경기도 시흥시청,37.337789,126.741091,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.33601,126.72978,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.346613,126.747321,2020-06-02
경기도,시흥시,관공서,시흥시,16-Dec,경기도 시흥시청,37.347819,126.740405,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.347663,126.741006,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.34486,126.781388,2020-06-02
경기도,시흥시,관공서,시흥시,16-Dec,경기도 시흥시청,37.381533,126.803458,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.38559,126.858432,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.398425,126.800513,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.44443,126.830869,2020-06-02
경기도,시흥시,서민·복지시설,시흥시,16-Dec,경기도 시흥시청,37.432938,126.792799,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.396826,126.806355,2020-06-02
경기도,시흥시,지역문화시설,시흥시,16-Dec,경기도 시흥시청,37.388799,126.736219,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.380439,126.761878,2020-06-02
경기도,시흥시,관공서,시흥시,16-Dec,경기도 시흥시청,37.380422,126.804063,2020-06-02
경기도,시흥시,관공서,시흥시,17-Dec,경기도 시흥시청,37.368372,126.811886,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.371377,126.813182,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.443882,126.792443,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.446045,126.796906,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.438418,126.785024,2020-06-02
경기도,시흥시,지역문화시설,시흥시,17-Dec,경기도 시흥시청,37.417669,126.815537,2020-06-02
경기도,시흥시,편의시설,시흥시,17-Dec,경기도 시흥시청,37.419702,126.791972,2020-06-02
경기도,군포시,관공서,KT,20-Dec,경기도 군포시청,37.358554,126.939031,2020-09-30
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.345638,126.734448,2020-06-02
경기도,시흥시,교통시설,시흥시,16-Dec,경기도 시흥시청,37.345943,126.73687,2020-06-02
경기도,시흥시,교통시설,시흥시,16-Dec,경기도 시흥시청,37.351274,126.74248,2020-06-02
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.351808,126.700958,2020-06-02
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.339597,126.757075,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.340102,126.783971,2020-06-02
경기도,시흥시,기타,시흥시,16-Dec,경기도 시흥시청,37.367846,126.736695,2020-06-02
경기도,시흥시,편의시설,시흥시,16-Dec,경기도 시흥시청,37.367846,126.736695,2020-06-02
경기도,시흥시,교통시설,시흥시,16-Dec,경기도 시흥시청,37.391815,126.742708,2020-06-02
경기도,시흥시,관광,시흥시,16-Dec,경기도 시흥시청,37.390956,126.735619,2020-06-02
경기도,시흥시,교통시설,시흥시,16-Dec,경기도 시흥시청,37.441083,126.78312,2020-06-02
경기도,시흥시,관광,시흥시,16-Dec,경기도 시흥시청,37.389794,126.781261,2020-06-02
경기도,시흥시,관광,시흥시,16-Dec,경기도 시흥시청,37.396826,126.806355,2020-06-02
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.581502,127.032175,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.588805,127.046684,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.585067,127.034809,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.572746,127.049051,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.572746,127.049051,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.580728,127.054449,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.598399,127.065067,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.592191,127.061184,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.577727,127.050917,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.567326,127.073373,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.567388,127.073567,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.563776,127.067981,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.571619,127.069147,2020-07-18
서울특별시,동대문구,편의시설,서울시,,서울특별시청,37.567814,127.067478,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.571891,127.051146,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.577939,127.047741,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.577939,127.047741,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.577939,127.047741,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.590784,127.055349,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.590784,127.055349,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.603334,127.065098,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.603334,127.065098,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.59781476,127.065483,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.59781476,127.065483,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.59781476,127.065483,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,16-Nov,서울특별시 동대문구청,37.59781476,127.065483,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.592876,127.065747,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.592876,127.065747,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,16-Nov,서울특별시 동대문구청,37.592876,127.065747,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.589993,127.068598,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.589993,127.068598,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.589993,127.068598,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.589993,127.068598,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,16-Nov,서울특별시 동대문구청,37.589993,127.068598,2020-07-18
서울특별시,동대문구,관공서,서울특별시 동대문구청,14-Feb,서울특별시 동대문구청,37.578428,127.070591,2020-07-18
